id	filename	md5	size	state
7b74122f-7110-48ee-b6ca-c2c80914fbb2	7b74122f-7110-48ee-b6ca-c2c80914fbb2/0be9bcfa-aa98-45b8-9648-890cfa07c4e9.rna_seq.augmented_star_gene_counts.tsv	bd2de0eb4fcb57618e4ab01671bed423	4238158	validated
7f0830fb-007e-49e9-8b1d-59280f261dc3	7f0830fb-007e-49e9-8b1d-59280f261dc3/7b6cc47c-897b-453a-8170-945eeec8a6da.rna_seq.augmented_star_gene_counts.tsv	b05bc96f7163db53e717c623d76b4f18	4244383	validated
88822086-1f20-41ee-85bc-37a2462b3944	88822086-1f20-41ee-85bc-37a2462b3944/3ab924b6-15cf-4a1a-876e-1d3bc9b60c5a.rna_seq.augmented_star_gene_counts.tsv	e26ae6475d0bbb9c540540bc56ab1834	4213438	validated
8b718942-1603-4cd0-bd27-1e5a21e9b5f4	8b718942-1603-4cd0-bd27-1e5a21e9b5f4/2db163c6-36c5-4fc5-b677-357d38b531cc.rna_seq.augmented_star_gene_counts.tsv	226f7d5bc6a6ceef1c817c904ef03906	4242530	validated
93b1eb60-c626-4e45-8038-bd0318636c92	93b1eb60-c626-4e45-8038-bd0318636c92/78f27be3-fbd5-4847-b2a3-b9700c512353.rna_seq.augmented_star_gene_counts.tsv	d3f9859ff0a87d4b0e092c8050e9b458	4247537	validated
aee8265a-2c6f-4aa0-a3c5-8d47b9c1c1cd	aee8265a-2c6f-4aa0-a3c5-8d47b9c1c1cd/11f1bcdf-e5f6-484c-8cdc-347dcee69169.rna_seq.augmented_star_gene_counts.tsv	94e31539b72c3f460aa41065dbf9101c	4214002	validated
b9dde015-6abc-49fc-a0d4-1a74e474dce6	b9dde015-6abc-49fc-a0d4-1a74e474dce6/7914c6cf-464e-4e63-80f6-47f10cc90f35.rna_seq.augmented_star_gene_counts.tsv	040dd68f371f6a70b40a1d0fb372c3c2	4216393	validated
bb006948-f279-45ac-aff2-5f94924e903c	bb006948-f279-45ac-aff2-5f94924e903c/77814f14-2873-46fc-b542-70d3a11dd2ee.rna_seq.augmented_star_gene_counts.tsv	1b21d83aef594cc9716b88e9f69514bf	4245955	validated
bf99fece-7795-4258-830b-18c4ce82b812	bf99fece-7795-4258-830b-18c4ce82b812/1c1742fd-f420-44f2-aff5-3eaabbf1ac53.rna_seq.augmented_star_gene_counts.tsv	e6121f79a57b6748de00f5773382886a	4231546	validated
c513e921-7469-4242-9032-95e58a1b47ea	c513e921-7469-4242-9032-95e58a1b47ea/ad727ebe-3cd4-438e-9851-f48925496cd5.rna_seq.augmented_star_gene_counts.tsv	9f68e0934d60b42a2224f08d5ad46f6b	4242632	validated
cf566333-ed76-49ad-a6f9-541e5142b4cb	cf566333-ed76-49ad-a6f9-541e5142b4cb/2276c28c-bc2c-4b46-a3bc-8e0bfd230435.rna_seq.augmented_star_gene_counts.tsv	833330baae906c5534f5651bf887b49c	4213730	validated
d33d53f5-824e-40b3-9bed-0a599f8d1943	d33d53f5-824e-40b3-9bed-0a599f8d1943/cfbc5655-64b8-4adf-85b2-3176defb6c42.rna_seq.augmented_star_gene_counts.tsv	c07eea16de8c32573410c7cf67e4f69a	4213322	validated
e4d2c009-3d90-46bc-b6b9-a74b10b9bd6b	e4d2c009-3d90-46bc-b6b9-a74b10b9bd6b/1af5437e-a89c-4986-bd93-80b73f653bd7.rna_seq.augmented_star_gene_counts.tsv	4e79cb18cc6751bc4b91b560920f9499	4214338	validated
eae9e91c-b2a5-446f-864b-5b2809bfe20d	eae9e91c-b2a5-446f-864b-5b2809bfe20d/d0655562-fde7-45c1-8cbf-35addbd5753b.rna_seq.augmented_star_gene_counts.tsv	29f10f846602ca81883aed3e2e6dcf34	4231745	validated
eca29036-cbff-4f47-adfe-2f24d52cc889	eca29036-cbff-4f47-adfe-2f24d52cc889/b9d646c1-50ea-4bc9-9693-349207a8b348.rna_seq.augmented_star_gene_counts.tsv	495bcbe8f97879ad11337ef893aaf151	4224286	validated
ed2fd464-0242-46d0-a8ee-e444a7c4d23d	ed2fd464-0242-46d0-a8ee-e444a7c4d23d/bd4fa75d-d413-419e-b203-ee7b3df1d1f4.rna_seq.augmented_star_gene_counts.tsv	0520208fcbbf0a220783a51e6fcb9f8c	4220276	validated
f4377af6-fc83-4679-9fdd-fc0d51f00ecc	f4377af6-fc83-4679-9fdd-fc0d51f00ecc/169e2872-37bb-4091-bc4f-e23b506f6f4f.rna_seq.augmented_star_gene_counts.tsv	7fc9c168eca5520219629a4fd50a72c6	4225093	validated
f9d35c53-8187-4f20-914f-e273338118a3	f9d35c53-8187-4f20-914f-e273338118a3/d21ae98f-83e8-4ce8-9554-37998bdcc2ff.rna_seq.augmented_star_gene_counts.tsv	91f535e1a2710c2e80dc66e7884d3a73	4237132	validated
fc92fc4e-e5e0-4fc7-a5e4-544c52f8c2e9	fc92fc4e-e5e0-4fc7-a5e4-544c52f8c2e9/a80ff9ec-2e05-4f19-9995-be1ded568b31.rna_seq.augmented_star_gene_counts.tsv	4c735958999d350a8da3562a3b76e91e	4216826	validated
ffccb362-31b9-44a3-a1e7-250f9b296443	ffccb362-31b9-44a3-a1e7-250f9b296443/3ee8fe71-e80d-47ba-8c22-3ad14d6f896e.rna_seq.augmented_star_gene_counts.tsv	e522de120895e0ef8cc370edcdb0d4b9	4213041	validated
